ID,FullName,CityName,OblName,Center,NalSumLimit,EngName,PostCodeList
31060,"Нарга, Томская обл.",Нарга,Томская обл.,,0.00,"Narga, Tomskaya oblast",636346
24417,"Наумовка, Томская обл.",Наумовка,Томская обл.,,0.00,,634581
45592,"Нелюбино, Томская обл.",Нелюбино,Томская обл.,,0.00,,634517
45938,"Новоархангельское, Томская обл.",Новоархангельское,Томская обл.,,0.00,,000001
36673,"Новогорное, Томская обл.",Новогорное,Томская обл.,,0.00,,636444
31707,"Новосельцево, Томская обл.",Новосельцево,Томская обл.,,0.00,,636607
35518,"Новый Васюган, Томская обл.",Новый Васюган,Томская обл.,,0.00,,636740
24202,"Озерное, Томская обл.",Озерное,Томская обл.,,0.00,,636421
36181,"Октябрьское, Томский р-н, Томская обл.","Октябрьское, Томский р-н",Томская обл.,,0.00,,634583
48602,"Павлово, Томская обл.",Павлово,Томская обл.,,0.00,,636756
2343,"Парабель, Томская обл.",Парабель,Томская обл.,,0.00,"Parabel', Tomskaya obl.","636600,636601"
31061,"Парбиг, Томская обл.",Парбиг,Томская обл.,,0.00,"Parbig, Tomskaya oblast",636220
3060,"Первомайское, Томская обл.",Первомайское,Томская обл.,,0.00,"Pervomajskoe, Tomskaya obl.","636830,636930"
34894,"Петрово, Томская обл.",Петрово,Томская обл.,,no limit,"Petrovo, Tomskaya obl",634593
43061,"Плотниково, Бакчарский р-н, Томская обл.","Плотниково, Бакчарский р-н",Томская обл.,,0.00,,636210
44813,"Победа, Шегарский р-н, Томская обл.","Победа, Шегарский р-н",Томская обл.,,0.00,,636143
296,"Подгорное, Томская обл.",Подгорное,Томская обл.,,0.00,"Podgornoe, Tomskaya obl.",636400
47366,"Подломск, Томская обл.",Подломск,Томская обл.,,0.00,,634534
13855,"Поросино, Томская обл.",Поросино,Томская обл.,,no limit,"Porosino, Tomskaya obl.",634514
13259,"Предтеченск, Томская обл.",Предтеченск,Томская обл.,,no limit,"Predtechensk, Tomskaya obl.",
35419,"Рассвет, Томская обл.",Рассвет,Томская обл.,,0.00,,634529
45614,"Росинка, Томская обл.",Росинка,Томская обл.,,0.00,,634040
13856,"Рыбалово, Томская обл.",Рыбалово,Томская обл.,,0.00,"Rybalovo, Tomskaya obl.",634518
24246,"Самусь, Томская обл.",Самусь,Томская обл.,,0.00,"Samus, Tomskaya obl",634501
46809,"Самусь, гор.окр. Северск, Томская обл.","Самусь, гор.окр. Северск",Томская обл.,,0.00,,000001
3052,"Светлый, Томская обл.",Светлый,Томская обл.,,0.00,"Svetlyj, Tomskaya obl.",
723,Северск,Северск,Томская обл.,,no limit,Seversk,"634501,634503,636000,636013,636017,636018,636019,636035,636036,636037,636039,636070,636071,636079"
37566,"Сергеево, Первомайский р-н, Томская обл.","Сергеево, Первомайский р-н",Томская обл.,,0.00,,636941
13255,"Синий Утес, Томская обл.",Синий Утес,Томская обл.,,no limit,"Sinij Utes, Tomskaya obl.",
13320,"Сосновый Бор, Томская обл.",Сосновый Бор,Томская обл.,,no limit,"Sosnovyj Bor, Tomskaya obl.",
36893,"Средний Васюган, Томская обл.",Средний Васюган,Томская обл.,,0.00,,636733
48601,"Старица, Томская обл.",Старица,Томская обл.,,0.00,,636626
33763,"Степановка, Верхнекетский р-н, Томская обл.","Степановка, Верхнекетский р-н",Томская обл.,,0.00,,636516
515,Стрежевой,Стрежевой,Томская обл.,,no limit,"Strezhevoj, Tomskaya obl.","634878,636780,636782,636783,636785,636789"
43700,"Суйга, Томская обл.",Суйга,Томская обл.,,0.00,,636345
34895,"Тахтамышево, Томская обл.",Тахтамышево,Томская обл.,,no limit,"Tahtamishevo, Tomskaya obl",
3061,"Тегульдет, Томская обл.",Тегульдет,Томская обл.,,0.00,"Tegul'det, Tomskaya obl.",636900
13260,"Тимирязевское, гор.ок. Томск, Томская обл.","Тимирязевское, гор.ок. Томск",Томская обл.,,no limit,"Timiryazevo, Tomskaya obl.","634510,634511"
23675,"Тогур, Томская обл.",Тогур,Томская обл.,,0.00,,"636450,636451"
269,Томск,Томск,Томская обл.,*,no limit,Tomsk,"634000,634003,634004,634006,634009,634011,634012,634014,634015,634016,634021,634024,634026,634027,634028,634029,634031,634033,634034,634041,634045,634049,634050,634051,634055,634057,634058,634059,634061,634062,634063,634067,634069,634100,634506,634513,634550,634564,634593,634700,634880,634890,634899,634960,634961,634971,995800"
13324,"Томскнефтехим р-н, Томская обл.",Томскнефтехим р-н,Томская обл.,,0.00,"Tomskneftekhim r-n, Tomskaya obl.",
37806,"Томское, Томская обл.",Томское,Томская обл.,,0.00,,634542
38396,"Трубачево, Томская обл.",Трубачево,Томская обл.,,0.00,,636145
35292,"Тунгусово, Томская обл.",Тунгусово,Томская обл.,,0.00,,636353
33194,"Турунтаево, Томская обл.",Турунтаево,Томская обл.,,0.00,,000001
48211,"Уртам, Томская обл.",Уртам,Томская обл.,,0.00,,636170
46794,"Усть-Бакчар, Томская обл.",Усть-Бакчар,Томская обл.,,0.00,,636404
44110,"Халдеево, Томская обл.",Халдеево,Томская обл.,,0.00,,634533
23771,"Чажемто, Томская обл.",Чажемто,Томская обл.,,0.00,,636423
42750,"Чердаты, Зырянский р-н, Томская обл.","Чердаты, Зырянский р-н",Томская обл.,,0.00,,636859
34896,"Чёрная Речка, Томский р-н, Томская обл.","Чёрная Речка, Томский р-н",Томская обл.,,no limit,"Chernaya rechka, Tomskaya obl",634591
34027,"Авангард, гор. округ Алексин, Тульская обл.","Авангард, гор. округ Алексин",Тульская обл.,,0.00,,301349
42220,"Агеево, Тульская обл.",Агеево,Тульская обл.,,0.00,,301401
37125,"Азаровка, Заокский р-н, Тульская обл.","Азаровка, Заокский р-н",Тульская обл.,,0.00,,301007
31803,"Александровка, городской округ Алексин, Тульская о","Александровка, городской округ Алексин",Тульская обл.,,0.00,,301383
46789,"Александровка, Заокский р-н, Тульская обл.","Александровка, Заокский р-н",Тульская обл.,,0.00,,301015
2090,"Алексин, Тульская обл.",Алексин,Тульская обл.,,no limit,"Aleksin, Tul'skaya obl.","301352,301360,301361,301362,301363,301364,301365,301367,301368,301369,301370,301371,301379"
36557,"Алешня, Тульская обл.",Алешня,Тульская обл.,,0.00,,301126
47805,"Андреевка, Куркинский р-н, Тульская обл.","Андреевка, Куркинский р-н",Тульская обл.,,0.00,,301947
48698,"Апухтино, Тульская обл.",Апухтино,Тульская обл.,,0.00,,301448
2091,"Арсеньево, Тульская обл.",Арсеньево,Тульская обл.,,no limit,"Arsen'evo, Tul'skaya obl.",301510
2096,"Архангельское, Каменский р-н, Тульская обл.","Архангельское, Каменский р-н",Тульская обл.,,no limit,"Arkhangel'skoe, Tul'skaya obl.",301990
37767,"Архангельское, Чернский р-н, Тульская обл.","Архангельское, Чернский р-н",Тульская обл.,,0.00,,301096
35646,"Архангельское, Ясногорский р-н, Тульская обл.","Архангельское, Ясногорский р-н",Тульская обл.,,0.00,,301036
36064,"Бараново, Тульская обл.",Бараново,Тульская обл.,,0.00,,
40275,"Баскаково, Тульская обл.",Баскаково,Тульская обл.,,0.00,,301581
47804,"Бахметьево, Богородицкий р-н, Тульская обл.","Бахметьево, Богородицкий р-н",Тульская обл.,,0.00,,301826
46526,"Бегичевский, Тульская обл.",Бегичевский,Тульская обл.,,no limit,,301805
2092,"Белёв, Белевский р-н, Тульская обл.","Белёв, Белевский р-н",Тульская обл.,,no limit,"Belev, Tul'skaya obl.","301530,301531,301532"
446,"Богородицк, Тульская обл.",Богородицк,Тульская обл.,,no limit,"Bogoroditsk, Tul'skaya obl.","301802,301806,301821,301822,301823,301830,301831,301832,301833,301835,301836,301839"
48139,"Богословское, Тульская обл.",Богословское,Тульская обл.,,0.00,,301047
42924,"Богучарово, гор.округ Алексин, Тульская обл.","Богучарово, гор.округ Алексин",Тульская обл.,,0.00,,
42825,"Болото, Белёвский р-н, Тульская обл.","Болото, Белёвский р-н",Тульская обл.,,0.00,,301545
24452,"Болохово, Тульская обл.",Болохово,Тульская обл.,,no limit,,301280
40033,"Большие Голубочки, Тульская обл.",Большие Голубочки,Тульская обл.,,0.00,,301518
35634,"Большие Плоты, Тульская обл.",Большие Плоты,Тульская обл.,,0.00,,301878
44079,"Большое Шелепино, Тульская обл.",Большое Шелепино,Тульская обл.,,0.00,,301355
34525,"Бородинский, Тульская обл.",Бородинский,Тульская обл.,,no limit,,301273
39034,"Борятино, Воловский р-н, Тульская обл.","Борятино, Воловский р-н",Тульская обл.,,0.00,,301587
48656,"Ботня, Тульская обл.",Ботня,Тульская обл.,,0.00,,301347
48657,"Бунырёво, Тульская обл.",Бунырёво,Тульская обл.,,0.00,,301351
45582,"Бутиково, Тульская обл.",Бутиково,Тульская обл.,,0.00,,301013
47246,"Васильевский, Веневский р-н, Тульская обл.","Васильевский, Веневский р-н",Тульская обл.,,0.00,,301310
41604,"Велегож, Тульская обл.",Велегож,Тульская обл.,,0.00,,301010
24374,"Велье-Никольское, Тульская обл.",Велье-Никольское,Тульская обл.,,0.00,,
445,"Венёв. Веневский р-н, Тульская обл.",Венёв. Веневский р-н,Тульская обл.,,no limit,"Venev, Tul'skaya obl.","301320,301321"
48297,"Верхний Суходол, Тульская обл.",Верхний Суходол,Тульская обл.,,0.00,,000001
34524,"Верхоупье, Тульская обл.",Верхоупье,Тульская обл.,,0.00,,301595
2093,"Волово, Тульская обл.",Волово,Тульская обл.,,no limit,"Volovo, Tul'skaya obl.",301570
37265,"Воскресенское, Дубенский р-н, Тульская обл.","Воскресенское, Дубенский р-н",Тульская обл.,,0.00,,301150
23806,"Восточный, Тульская обл.",Восточный,Тульская обл.,,0.00,,000001
1750,"Гвардейский, Тульская обл.",Гвардейский,Тульская обл.,,no limit,"Gvardejskij, Tul'skaya obl.",301272
40035,"Головеньковский, Тульская обл.",Головеньковский,Тульская обл.,,0.00,,301210
24376,"Горбачево, Тульская обл.",Горбачево,Тульская обл.,,0.00,,301480
43627,"Горьковский, Тепло-Огаревский р-н, Тульская обл.","Горьковский, Тепло-Огаревский р-н",Тульская обл.,,0.00,,301909
33538,"Гремячее, Тульская обл.",Гремячее,Тульская обл.,,no limit,Gremyachee,301682
37260,"Грибоедово, Тульская обл.",Грибоедово,Тульская обл.,,0.00,,301945
33888,"Грицовский, Тульская обл.",Грицовский,Тульская обл.,,no limit,,"000001,301318"
31326,"Дедилово, Тульская обл.",Дедилово,Тульская обл.,,no limit,,301274
37573,"Дедиловские Выселки, Веневский р-н, Тульская обл.","Дедиловские Выселки, Веневский р-н",Тульская обл.,,0.00,,301334
47245,"Денисово, Ясногорский р-н, Тульская обл.","Денисово, Ясногорский р-н",Тульская обл.,,0.00,,301037
43852,"Диктатура, Тульская обл.",Диктатура,Тульская обл.,,0.00,,301488
42822,"Дмитриевское, Тульская обл.",Дмитриевское,Тульская обл.,,0.00,,301022
1959,"Донской, Тульская обл.",Донской,Тульская обл.,,no limit,"Donskoj, Tul'skaya obl.","301760,301761,301764,301765,301766,301767,301770,301773,301780,301781,301792"
2094,"Дубна, Тульская обл.",Дубна,Тульская обл.,,no limit,"Dubna, Tula obl",301160
46527,"Дубовка, Узловский р-н, Тульская обл.","Дубовка, Узловский р-н",Тульская обл.,,no limit,,"301623,301632"
47363,"Дьяконово, Тульская обл.",Дьяконово,Тульская обл.,,0.00,,301304
48658,"Егнышёвка, Тульская обл.",Егнышёвка,Тульская обл.,,0.00,,249111
33570,"Епифань, Тульская обл.",Епифань,Тульская обл.,,no limit,,"301628,301740"
444,"Ефремов, Тульская обл.",Ефремов,Тульская обл.,,no limit,"Efremov, Tul'skaya obl.","301840,301841,301842,301843,301844,301845,301846,301847,301848,301859,301879"
46525,"Жданковский, Тульская обл.",Жданковский,Тульская обл.,,no limit,,301801
42801,"Жировка, гор. округ Тула, Тульская обл.","Жировка, гор. округ Тула",Тульская обл.,,0.00,,301124
46535,"Заводской парк, Тульская обл.",Заводской парк,Тульская обл.,,no limit,,301651
34546,"Зайцево, гор. округ Тула, Тульская обл.","Зайцево, гор. округ Тула",Тульская обл.,,0.00,,301123
2095,"Заокский, Тульская обл.",Заокский,Тульская обл.,,no limit,"Zaokskij, Tul'skaya obl.",301000
42436,"Иваньково, Ясногорский р-н, Тульская обл.","Иваньково, Ясногорский р-н",Тульская обл.,,0.00,,301040
42221,"Иевлево, Тульская обл.",Иевлево,Тульская обл.,,0.00,,301815
16576,"Ильинка, Тульская обл.",Ильинка,Тульская обл.,,0.00,,301105
42806,"Иншинский, Тульская обл.",Иншинский,Тульская обл.,,0.00,,
39104,"Иста, Тульская обл.",Иста,Тульская обл.,,0.00,,301515
39807,"Кадное, Тульская обл.",Кадное,Тульская обл.,,0.00,,301997
36564,"Камынино, Тульская обл.",Камынино,Тульская обл.,,0.00,,301477
44803,"Карамышего, Тульская обл.",Карамышего,Тульская обл.,,0.00,,301226
939,"Кимовск, Тульская обл.",Кимовск,Тульская обл.,,no limit,"Kimovsk, Tul'skaya obl.","301720,301721,301722,301723,301731,301732,301734"
48127,"Кипеть, Тульская обл.",Кипеть,Тульская обл.,,0.00,,301413
2097,"Киреевск, Тульская обл.",Киреевск,Тульская обл.,,no limit,"Kireevsk, Tul'skaya obl.","301260,301261,301262"
43506,"Кишкино, Тульская обл.",Кишкино,Тульская обл.,,0.00,,301109
31419,"Козловка, Веневский р-н, Тульская обл.","Козловка, Веневский р-н",Тульская обл.,,0.00,,301305
45906,"Колосово, Тульская обл.",Колосово,Тульская обл.,,0.00,,000001
43768,"Коммунаров, Новомосковск, Тульская обл.","Коммунаров, Новомосковск",Тульская обл.,,0.00,,301698
46533,"Комсомольский, Донской р-н, Тульская обл.","Комсомольский, Донской р-н",Тульская обл.,,no limit,,301781
37427,"Комсомольский, Киреевский р-н, Тульская обл.","Комсомольский, Киреевский р-н",Тульская обл.,,no limit,,301293
37439,"Комсомольский, Узловский р-н, Тульская обл.","Комсомольский, Узловский р-н",Тульская обл.,,no limit,,000001
3062,"Косая Гора, Тульская обл.",Косая Гора,Тульская обл.,,no limit,"Kosaya Gora, Tul'skaya obl.",300903
34389,"Крапивна, Тульская обл.",Крапивна,Тульская обл.,,0.00,,301233
42823,"Красное Тургенево, Тульская обл.",Красное Тургенево,Тульская обл.,,0.00,,301080
48216,"Красные Буйцы, Тульская обл.",Красные Буйцы,Тульская обл.,,0.00,,301827
43569,"Красный Богатырь, Тульская обл.",Красный Богатырь,Тульская обл.,,0.00,,301685
43667,"Красный Холм, Воловский р-н, Тульская обл.","Красный Холм, Воловский р-н",Тульская обл.,,0.00,,301575
46523,"Красный Яр, Киреевский р-н, Тульская обл.","Красный Яр, Киреевский р-н",Тульская обл.,,no limit,,301285
37262,"Крекшино, Тульская обл.",Крекшино,Тульская обл.,,0.00,,301494
43422,"Кукуй, Веневский р-н, Тульская обл.","Кукуй, Веневский р-н",Тульская обл.,,0.00,,301317
46978,"Кулешово, Тульская обл.",Кулешово,Тульская обл.,,0.00,,301419
47803,"Куракино, Тульская обл.",Куракино,Тульская обл.,,0.00,,000001
45704,"Кураково, гор. окр. Тула, Тульская обл.","Кураково, гор. окр. Тула",Тульская обл.,,0.00,,301120
2098,"Куркино, Тульская обл.",Куркино,Тульская обл.,,no limit,"Kurkino, Tul'skaya obl.",301940
35586,"Лазарево, Тульская обл.",Лазарево,Тульская обл.,,0.00,,301220
2099,"Ленинский, Тульская обл.",Ленинский,Тульская обл.,,no limit,"Leninskij, Tul'skaya obl.","301110,301130,301131,301132,301133"
31835,"Лесной, Щёкинский р-н, Тульская обл.","Лесной, Щёкинский р-н",Тульская обл.,,0.00,,
36025,"Липицы, Тульская обл.",Липицы,Тульская обл.,,0.00,,301098
33955,"Липки, Киреевский р-н, Тульская обл.","Липки, Киреевский р-н",Тульская обл.,,no limit,,"301264,301265"
35320,"Лобаново, гор. округ Ефремов, Тульская обл.","Лобаново, гор. округ Ефремов",Тульская обл.,,0.00,,301873
35489,"Ломинцевский, Тульская обл.",Ломинцевский,Тульская обл.,,0.00,,301216
31585,"Ломовка, Тульская обл.",Ломовка,Тульская обл.,,0.00,,301810
33959,"Лужковский, Тульская обл.",Лужковский,Тульская обл.,,0.00,,301410
33820,"Лукино, Щекинский р-н, Тульская обл.","Лукино, Щекинский р-н",Тульская обл.,,0.00,,301225
48188,"Люторичи, Тульская обл.",Люторичи,Тульская обл.,,0.00,,301627
32225,"Майский, Тульская обл.",Майский,Тульская обл.,,no limit,Mayskiy,301633
46529,"Маклец, Тульская обл.",Маклец,Тульская обл.,,no limit,,301692
37269,"Малахово, Тульская обл.",Малахово,Тульская обл.,,0.00,,000001
48655,"Малахово, Заокский р-н, Тульская обл.","Малахово, Заокский р-н",Тульская обл.,,0.00,,000001
42736,"Малое Колодезное, Тульская обл.",Малое Колодезное,Тульская обл.,,no limit,,
38029,"Малынь, Тульская обл.",Малынь,Тульская обл.,,0.00,,301237
48482,"Машковичи, Тульская обл.",Машковичи,Тульская обл.,,0.00,,301417
3063,"Менделеевский, Тульская обл.",Менделеевский,Тульская обл.,,no limit,"Mendeleevskij, Tul'skaya obl.",300904
38391,"Метростроевский, Тульская обл.",Метростроевский,Тульская обл.,,0.00,,301332
48286,"Мечнянка, Тульская обл.",Мечнянка,Тульская обл.,,0.00,,301886
43568,"Мичурина, Тульская обл.",Мичурина,Тульская обл.,,0.00,,301348
43720,"Молодежный, Тульская обл.",Молодежный,Тульская обл.,,0.00,,301118
46531,"Монастырщино, Тульская обл.",Монастырщино,Тульская обл.,,no limit,,301782
37124,"Мордвес, Тульская обл.",Мордвес,Тульская обл.,,0.00,,301300
39514,"Мордовка, Ефремовский р-н, Тульская обл.","Мордовка, Ефремовский р-н",Тульская обл.,,0.00,,301888
42754,"Надеждино, Дубенский р-н, Тульская обл.","Надеждино, Дубенский р-н",Тульская обл.,,0.00,,301180
37268,"Ненашево, Тульская обл.",Ненашево,Тульская обл.,,0.00,,301016
39122,"Новая Мыза, Тульская обл.",Новая Мыза,Тульская обл.,,0.00,,301138
44128,"Новая Черепеть, Тульская обл.",Новая Черепеть,Тульская обл.,,0.00,,301412
31987,"Новогуровский, Тульская обл.",Новогуровский,Тульская обл.,,0.00,,"000001,301382"
37267,"Новое Покровское, Тульская обл.",Новое Покровское,Тульская обл.,,0.00,,301097
46530,"Новольвовск, Тульская обл.",Новольвовск,Тульская обл.,,no limit,,301735
447,Новомосковск,Новомосковск,Тульская обл.,,no limit,"Novomoskovsk, Tul'skaya obl.","301650,301652,301653,301654,301657,301659,301660,301661,301662,301663,301664,301665,301666,301668,301670,301679,301680,301682"
48483,"Новопетровский, Тульская обл.",Новопетровский,Тульская обл.,,0.00,,301996
47248,"Новопокровское, Тульская обл.",Новопокровское,Тульская обл.,,0.00,,301813
37264,"Огаревка, Щёкинский р-н, Тульская обл.","Огаревка, Щёкинский р-н",Тульская обл.,,0.00,,"301203,301204"
2100,"Одоев, Тульская обл.",Одоев,Тульская обл.,,no limit,"Odoev, Tul'skaya obl.",301440
46920,"Октябрьский, Венёвский р-н, Тульская обл.","Октябрьский, Венёвский р-н",Тульская обл.,,0.00,,000001
35575,"Октябрьский, гор. округ Ефремов, Тульская обл.","Октябрьский, гор. округ Ефремов",Тульская обл.,,0.00,,301880
42824,"Октябрьский, гор.округ Тула, Тульская обл.","Октябрьский, гор.округ Тула",Тульская обл.,,0.00,,301137
31013,"Октябрьский, Киреевский р-н, Тульская обл.","Октябрьский, Киреевский р-н",Тульская обл.,,no limit,,301267
33960,"Октябрьский, Плавский р-н, Тульская обл.","Октябрьский, Плавский р-н",Тульская обл.,,0.00,,301475
46987,"Оленьково, Тульская обл.",Оленьково,Тульская обл.,,0.00,,301301
32163,"Опочня, Тульская обл.",Опочня,Тульская обл.,,0.00,Opochnya,301176
46528,"Партизан, Тульская обл.",Партизан,Тульская обл.,,no limit,,301634
34221,"Пахомово, Заокский р-н, Тульская обл.","Пахомово, Заокский р-н",Тульская обл.,,0.00,,301020
3065,"Первомайский, Щекинский р-н, Тульская обл.","Первомайский, Щекинский р-н",Тульская обл.,,no limit,"Pervomajskij, Tul'skaya obl.",301212
45178,"Первомайский, Ясногорский р-н, Тульская обл.","Первомайский, Ясногорский р-н",Тульская обл.,,0.00,,301044
46575,"Петровский, Тульская обл.",Петровский,Тульская обл.,,no limit,,000001
2101,"Плавск, Тульская обл.",Плавск,Тульская обл.,,no limit,"Plavsk, Tul'skaya obl.","301470,301471,301472"
35500,"Пластово, Тульская обл.",Пластово,Тульская обл.,,no limit,,301343
35571,"Плеханово, Тульская обл.",Плеханово,Тульская обл.,,0.00,,301114
23758,"Поповка 1-я, Тульская обл.",Поповка 1-я,Тульская обл.,,0.00,,301073
39513,"Поповка, гор. округ Алексин, Тульская обл.","Поповка, гор. округ Алексин",Тульская обл.,,0.00,,301341
40034,"пос. Барсуки, Тульский гор. округ, Тульская обл.","пос. Барсуки, Тульский гор. округ",Тульская обл.,,0.00,,301122
43253,"Прилепы, Тульский р-н, Тульская обл.","Прилепы, Тульский р-н",Тульская обл.,,0.00,,000001
47064,"Прилесье, Тульская обл.",Прилесье,Тульская обл.,,0.00,,301645
42437,"Присады, Ленинский р-н, Тульская обл.","Присады, Ленинский р-н",Тульская обл.,,0.00,,301106
38028,"Приупский, Киреевский р-н, Тульская обл.","Приупский, Киреевский р-н",Тульская обл.,,no limit,,301295
31034,"Пришня, Тульская обл.",Пришня,Тульская обл.,,0.00,,301231
15533,"Пронь, Кимовский район, Тульская обл.","Пронь, Кимовский район",Тульская обл.,,no limit,"Pron', Kimovskij rajon, Tul'skaya obl.",301733
33646,"Прудищи, Тульская обл.",Прудищи,Тульская обл.,,0.00,,301326
43654,"Прудное, Тульская обл.",Прудное,Тульская обл.,,0.00,,000001
42805,"Рассвет, Тульская обл.",Рассвет,Тульская обл.,,0.00,,
37799,"Ревякино, Тульская обл.",Ревякино,Тульская обл.,,0.00,,301056
48276,"Рождественский, Тульская обл.",Рождественский,Тульская обл.,,0.00,,301111
46532,"Руднев, Тульская обл.",Руднев,Тульская обл.,,no limit,,301784
44078,"Русятино, Тульская обл.",Русятино,Тульская обл.,,0.00,,301005
37606,"Рылево, Тульская обл.",Рылево,Тульская обл.,,0.00,,301454
34118,"Санталовский, Тульская обл.",Санталовский,Тульская обл.,,0.00,,301053
3066,"Северо-Задонск, Тульская обл.",Северо-Задонск,Тульская обл.,,no limit,"Severo-Zadonsk, Tul'skaya obl.",301790
37263,"Селиваново, Тульская обл.",Селиваново,Тульская обл.,,0.00,,301211
39089,"Сергиевское, Киреевский р-н, Тульская обл.","Сергиевское, Киреевский р-н",Тульская обл.,,no limit,,301284
46522,"Серебряные Ключи, Тульская обл.",Серебряные Ключи,Тульская обл.,,no limit,,301278
39713,"Сетка, Веневский р-н, Тульская обл.","Сетка, Веневский р-н",Тульская обл.,,0.00,,301303
3064,"Скуратовский, Тульская обл.",Скуратовский,Тульская обл.,,no limit,"Skuratovskij, Tul'skaya obl.",301070
42439,"Славный, Арсеньевский р-н, Тульская обл.","Славный, Арсеньевский р-н",Тульская обл.,,0.00,,301505
48481,"Слободка, Ленинский р-н, Тульская обл.","Слободка, Ленинский р-н",Тульская обл.,,0.00,,301113
15577,"Советск, Щекинский р-н, Тульская обл.","Советск, Щекинский р-н",Тульская обл.,,0.00,"Sovetsk, SCHekinskij r-n, Tul'skaya obl.",301205
47878,"Советский, Киреевский р-н, Тульская обл.","Советский, Киреевский р-н",Тульская обл.,,0.00,,301282
33509,"Сокольники, Тульская обл.",Сокольники,Тульская обл.,,no limit,,301681
37805,"Солопенки, Тульская обл.",Солопенки,Тульская обл.,,0.00,,301345
42438,"Сомово, Одоевский р-н, Тульская обл.","Сомово, Одоевский р-н",Тульская обл.,,0.00,,301444
47045,"Сорочинка, Тульская обл.",Сорочинка,Тульская обл.,,0.00,,301476
35421,"Сосновый, Тульская обл.",Сосновый,Тульская обл.,,0.00,,301017
39806,"Социалистический, Тульская обл.",Социалистический,Тульская обл.,,0.00,,301218
42219,"Спас-Конино, Тульская обл.",Спас-Конино,Тульская обл.,,0.00,,301381
45006,"Спасское, Новомосковский р-н, Тульская обл.","Спасское, Новомосковский р-н",Тульская обл.,,no limit,,301686
46423,"Степной, гор. окр. Ефремов, Тульская обл.","Степной, гор. окр. Ефремов",Тульская обл.,,0.00,,301866
48480,"Страхово, Заокский р-н, Тульская обл.","Страхово, Заокский р-н",Тульская обл.,,0.00,,301011
44152,"Стрелецкий, Тульская обл.",Стрелецкий,Тульская обл.,,0.00,,301451
47247,"Стройка, Тульская обл.",Стройка,Тульская обл.,,0.00,,301482
14526,"Стукалово, Тульская обл.",Стукалово,Тульская обл.,,0.00,"Stukalovo, Tul'skaya obl.",301121
43371,"Ступино, гор. окр. Ефремов, Тульская обл.","Ступино, гор. окр. Ефремов",Тульская обл.,,0.00,,301887
2106,"Суворов, Тульская обл.",Суворов,Тульская обл.,,no limit,"Suvorov, Tul'skaya obl.","301430,301431,301432,301433,301439"
47361,"Сухие Плоты, Тульская обл.",Сухие Плоты,Тульская обл.,,0.00,,301582
42218,"Тайдаково, Ясногорский р-н, Тульская обл.","Тайдаково, Ясногорский р-н",Тульская обл.,,0.00,,301051
2102,"Тёплое, Тепло-Огаревский р-н, Тульская обл.","Тёплое, Тепло-Огаревский р-н",Тульская обл.,,no limit,"Teploe, Tul'skaya obl.",301900
33510,"Товарковский, Тульская обл.",Товарковский,Тульская обл.,,no limit,,
43262,"Торхово, Тульская обл.",Торхово,Тульская обл.,,0.00,,301103
150,Тула,Тула,Тульская обл.,*,no limit,Tula,"300000,300001,300002,300004,300005,300007,300008,300010,300012,300013,300016,300017,300020,300021,300022,300024,300025,300026,300027,300028,300029,300031,300034,300035,300036,300039,300040,300041,300044,300045,300053,300057,300058,300061,300062,300063,300065,300600,300700,300880,300901,300908,300910,300911,300970,300971,300991,300999,995900"
2103,"Узловая, Тульская обл.",Узловая,Тульская обл.,,no limit,"Uzlovaya, Tul'skaya obl.","301600,301602,301603,301605,301607,301608,301609,301610,301631,301635"
37450,"Фёдоровка, Узловский р-н, Тульская обл.","Фёдоровка, Узловский р-н",Тульская обл.,,no limit,,301125
46123,"Ханино, Тульская обл.",Ханино,Тульская обл.,,0.00,,301420
43533,"Хотушь, Тульская обл.",Хотушь,Тульская обл.,,0.00,,301054
37266,"Хрущево, гор. Округ Тула, Тульская обл.","Хрущево, гор. Округ Тула",Тульская обл.,,0.00,,301115
16057,"Центральный, Тульская обл.",Центральный,Тульская обл.,,0.00,,301402
37261,"Центральный, Тёпло-Огарёвский р-н, Тульская обл.","Центральный, Тёпло-Огарёвский р-н",Тульская обл.,,0.00,,301916
45098,"Чекалин, Тульская обл.",Чекалин,Тульская обл.,,0.00,,301414
46251,"Ченцовы Дворы, Тульская обл.",Ченцовы Дворы,Тульская обл.,,0.00,,301452
46524,"Черная грязь, Тульская обл.",Черная грязь,Тульская обл.,,no limit,,301268
2104,"Чернь, Тульская обл.",Чернь,Тульская обл.,,no limit,"CHern', Tul'skaya obl.","301087,301090"
33496,"Шатск, Тульская обл.",Шатск,Тульская обл.,,no limit,,301107
44356,"Шаховское, Узловский р-н, Тульская обл.","Шаховское, Узловский р-н",Тульская обл.,,no limit,,301637
46534,"Шахтерский, Донской р-н, Тульская обл.","Шахтерский, Донской р-н",Тульская обл.,,no limit,,000001
33889,"Шварцевский, Тульская обл.",Шварцевский,Тульская обл.,,no limit,,301288
35611,"Ширинский, Тульская обл.",Ширинский,Тульская обл.,,no limit,,301699
46192,"Шкилевка, Тульская обл.",Шкилевка,Тульская обл.,,0.00,,301871
2105,"Щекино, Тульская обл.",Щекино,Тульская обл.,,no limit,"SCHekino, Tul'skaya obl.","301240,301241,301243,301244,301245,301246,301247,301248,301249,301259"
